Datetime,Temperature,precp,humidity,pressure,Wind,wspd,dewPt,Image Present,Low/Mid Clouds (%),High Cirrus (%),Long-lived Contrails (Count),Contrail-Cirrus (Count),Day Low/Mid,Day Count Cirrs,Day Count Cont LL,Day Count Cont-Cirrus
2022-09-03 05:00:00,72,0.0,81,29.9,Mostly Cloudy,0.0,66,0.0,,,,,,,,
2022-09-03 06:00:00,71,0.0,84,29.9,Partly Cloudy,3.0,66,0.0,,,,,,,,
2022-09-03 06:00:00,71,0.0,84,29.9,Cloudy,0.0,66,0.0,,,,,,,,
2022-09-03 07:00:00,71,0.0,84,29.9,Mostly Cloudy,5.0,66,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-03 07:00:00,72,0.0,81,29.9,Cloudy,6.0,66,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-03 08:00:00,71,0.0,84,29.91,Cloudy,5.0,66,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-03 09:00:00,71,0.0,87,29.91,Mostly Cloudy,5.0,67,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-03 10:00:00,70,0.0,87,29.9,Partly Cloudy,6.0,66,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-03 10:00:00,71,0.0,87,29.91,Mostly Cloudy,0.0,67,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-03 10:00:00,69,0.0,90,29.91,Partly Cloudy,6.0,66,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-03 11:00:00,69,0.0,90,29.92,Mostly Cloudy,0.0,66,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-03 12:00:00,71,0.0,87,29.92,Mostly Cloudy,6.0,67,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-03 12:00:00,70,0.0,90,29.92,Mostly Cloudy / Windy,39.0,67,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-03 13:00:00,75,0.0,82,29.92,Mostly Cloudy,5.0,69,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-03 14:00:00,77,0.0,79,29.92,Mostly Cloudy,5.0,70,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-03 15:00:00,78,0.0,74,29.93,Mostly Cloudy,6.0,69,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-03 15:00:00,77,0.0,79,29.93,Mostly Cloudy,5.0,70,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-03 16:00:00,82,0.0,62,29.92,Mostly Cloudy,,68,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-03 17:00:00,83,0.0,58,29.9,Mostly Cloudy,6.0,67,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-03 17:00:00,84,0.0,58,29.9,Mostly Cloudy,6.0,68,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-03 18:00:00,84,0.0,56,29.88,Mostly Cloudy,10.0,67,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-03 19:00:00,86,0.0,53,29.86,Mostly Cloudy,7.0,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-03 20:00:00,87,0.0,51,29.84,Mostly Cloudy,6.0,67,0.0,,,,,,,,
2022-09-03 21:00:00,87,0.0,49,29.82,Mostly Cloudy,10.0,66,0.0,,,,,,,,
2022-09-03 22:00:00,86,0.0,53,29.82,Mostly Cloudy,7.0,67,0.0,,,,,,,,
2022-09-03 23:00:00,83,0.0,58,29.8,Mostly Cloudy,5.0,67,0.0,,,,,,,,
2022-09-04 00:00:00,79,0.0,64,29.8,Partly Cloudy,6.0,66,0.0,,,,,,,,
2022-09-04 01:00:00,78,0.0,68,29.82,Partly Cloudy,6.0,67,0.0,,,,,,,,
2022-09-04 02:00:00,76,0.0,69,29.83,Partly Cloudy,3.0,65,0.0,,,,,,,,
2022-09-04 03:00:00,75,0.0,66,29.83,Mostly Cloudy,3.0,63,0.0,,,,,,,,
2022-09-04 04:00:00,74,0.0,71,29.83,Mostly Cloudy,5.0,64,0.0,,,,,,,,
2022-09-04 05:00:00,73,0.0,76,29.83,Partly Cloudy,5.0,65,0.0,,,,,,,,
2022-09-04 06:00:00,71,0.0,81,29.83,Partly Cloudy,6.0,65,0.0,,,,,,,,
2022-09-04 07:00:00,70,0.0,84,29.82,Partly Cloudy,5.0,65,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-04 08:00:00,70,0.0,84,29.82,Mostly Cloudy,5.0,65,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-04 09:00:00,69,0.0,87,29.81,Fair,5.0,65,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-04 10:00:00,70,0.0,87,29.81,Fair,5.0,66,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-04 11:00:00,69,0.0,87,29.81,Fair,0.0,65,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-04 12:00:00,72,0.0,84,29.82,Partly Cloudy,3.0,67,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-04 13:00:00,75,0.0,79,29.82,Fair,7.0,68,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-04 14:00:00,79,0.0,72,29.82,Fair,3.0,69,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-04 15:00:00,83,0.0,63,29.81,Fair,6.0,69,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-04 16:00:00,87,0.0,53,29.79,Mostly Cloudy,6.0,68,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-04 17:00:00,87,0.0,51,29.78,Mostly Cloudy,9.0,67,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-04 18:00:00,87,0.0,51,29.76,Mostly Cloudy,8.0,67,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-04 19:00:00,89,0.0,46,29.73,Mostly Cloudy,9.0,66,0.0,,,,,0.0,0.0,0.0,0.0
2022-09-04 20:00:00,87,0.0,51,29.71,Mostly Cloudy,7.0,67,0.0,,,,,,,,
2022-09-04 21:00:00,87,0.0,51,29.7,Mostly Cloudy,9.0,67,0.0,,,,,,,,
2022-09-04 22:00:00,86,0.0,51,29.7,Partly Cloudy,8.0,66,0.0,,,,,,,,
2022-09-04 23:00:00,84,0.0,56,29.7,Mostly Cloudy,8.0,67,0.0,,,,,,,,
2022-09-05 00:00:00,82,0.0,60,29.71,Mostly Cloudy,6.0,67,0.0,,,,,,,,
2022-09-05 01:00:00,81,0.0,60,29.73,Mostly Cloudy,10.0,66,0.0,,,,,,,,
2022-09-05 02:00:00,79,0.0,62,29.74,Partly Cloudy,7.0,65,0.0,,,,,,,,
2022-09-05 03:00:00,79,0.0,60,29.74,Mostly Cloudy,9.0,64,0.0,,,,,,,,
2022-09-05 04:00:00,77,0.0,64,29.74,Partly Cloudy,8.0,64,0.0,,,,,,,,
2022-09-05 05:00:00,76,0.0,64,29.74,Mostly Cloudy,6.0,63,0.0,,,,,,,,
2022-09-05 06:00:00,75,0.0,66,29.73,Partly Cloudy,9.0,63,0.0,,,,,,,,
2022-09-05 07:00:00,73,0.0,73,29.73,Fair,6.0,64,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-05 08:00:00,73,0.0,73,29.72,Partly Cloudy,5.0,64,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-05 09:00:00,73,0.0,73,29.72,Mostly Cloudy,6.0,64,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-05 10:00:00,73,0.0,73,29.72,Mostly Cloudy,6.0,64,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-05 11:00:00,72,0.0,78,29.73,Mostly Cloudy,5.0,65,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-05 12:00:00,73,0.0,79,29.75,Mostly Cloudy,7.0,66,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-05 13:00:00,75,0.0,76,29.75,Mostly Cloudy,6.0,67,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-05 14:00:00,76,0.0,76,29.74,Mostly Cloudy,5.0,68,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-05 15:00:00,78,0.0,71,29.75,Cloudy,5.0,68,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-05 16:00:00,81,0.0,69,29.74,Mostly Cloudy,7.0,70,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-05 17:00:00,84,0.0,63,29.73,Mostly Cloudy,8.0,70,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-05 18:00:00,84,0.0,61,29.71,Cloudy,9.0,69,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-05 19:00:00,78,0.0,74,29.7,Light Rain,5.0,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-05 20:00:00,82,0.03,69,29.69,Cloudy,9.0,71,0.0,,,,,,,,
2022-09-05 20:00:00,79,0.01,77,29.7,Rain,5.0,71,0.0,,,,,,,,
2022-09-05 20:00:00,82,0.03,65,29.68,Cloudy,9.0,69,0.0,,,,,,,,
2022-09-05 21:00:00,83,0.0,60,29.68,Cloudy,9.0,68,0.0,,,,,,,,
2022-09-05 22:00:00,79,0.0,69,29.68,Cloudy,6.0,68,0.0,,,,,,,,
2022-09-05 23:00:00,77,0.0,79,29.67,Light Drizzle,6.0,70,0.0,,,,,,,,
2022-09-06 00:00:00,76,0.0,82,29.67,Mostly Cloudy,3.0,70,0.0,,,,,,,,
2022-09-06 00:00:00,77,0.0,79,29.67,Mostly Cloudy,0.0,70,0.0,,,,,,,,
2022-09-06 01:00:00,75,0.0,84,29.68,Mostly Cloudy,3.0,70,0.0,,,,,,,,
2022-09-06 02:00:00,75,0.0,84,29.68,Light Drizzle,0.0,70,0.0,,,,,,,,
2022-09-06 03:00:00,75,0.0,84,29.68,Mostly Cloudy,3.0,70,0.0,,,,,,,,
2022-09-06 03:00:00,75,0.0,84,29.67,Light Rain,3.0,70,0.0,,,,,,,,
2022-09-06 04:00:00,73,0.09,93,29.67,Light Rain,0.0,71,0.0,,,,,,,,
2022-09-06 05:00:00,73,0.0,93,29.66,Cloudy,3.0,71,0.0,,,,,,,,
2022-09-06 06:00:00,73,0.01,93,29.65,Cloudy,0.0,71,0.0,,,,,,,,
2022-09-06 07:00:00,72,0.14,97,29.63,Light Rain,5.0,71,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-06 08:00:00,72,0.29,97,29.6,Rain,3.0,71,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-06 08:00:00,72,0.11,97,29.61,Rain,0.0,71,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-06 08:00:00,72,0.06,97,29.62,Light Rain,3.0,71,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-06 09:00:00,73,0.14,93,29.58,Light Rain,5.0,71,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-06 09:00:00,73,0.13,93,29.59,Light Rain,5.0,71,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-06 10:00:00,72,0.09,97,29.58,Light Rain,0.0,71,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-06 11:00:00,72,0.35,93,29.59,Rain,9.0,70,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-06 12:00:00,72,0.14,93,29.59,Light Rain,9.0,70,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-06 12:00:00,72,0.01,93,29.59,Light Rain,8.0,70,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-06 13:00:00,72,0.01,93,29.6,Cloudy,10.0,70,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-06 13:00:00,72,0.01,93,29.59,Cloudy,8.0,70,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-06 14:00:00,74,0.0,87,29.61,Mostly Cloudy,9.0,70,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-06 15:00:00,77,0.0,79,29.62,Mostly Cloudy,9.0,70,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-06 15:00:00,75,0.0,84,29.61,Cloudy,12.0,70,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-06 16:00:00,80,0.0,71,29.61,Mostly Cloudy,13.0,70,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-06 17:00:00,83,0.0,63,29.61,Mostly Cloudy,14.0,69,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-06 18:00:00,85,0.0,55,29.6,Mostly Cloudy,10.0,67,0.0,0.0,0.0,0.0,0.0,,,,
2022-09-06 19:00:00,85,0.0,57,29.59,Mostly Cloudy,13.0,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-06 20:00:00,86,0.0,55,29.57,Mostly Cloudy,10.0,68,0.0,,,,,,,,
2022-09-06 21:00:00,84,0.0,55,29.57,Mostly Cloudy,9.0,66,0.0,,,,,,,,
2022-09-06 22:00:00,84,0.0,53,29.58,Mostly Cloudy,8.0,65,0.0,,,,,,,,
2022-09-06 23:00:00,82,0.0,60,29.59,Mostly Cloudy,9.0,67,0.0,,,,,,,,
2022-09-07 00:00:00,80,0.0,67,29.61,Mostly Cloudy,7.0,68,0.0,,,,,,,,
2022-09-07 01:00:00,77,0.0,79,29.62,Cloudy,8.0,70,0.0,,,,,,,,
2022-09-07 02:00:00,74,0.0,85,29.64,Mostly Cloudy,6.0,69,0.0,,,,,,,,
2022-09-07 03:00:00,73,0.0,87,29.64,Mostly Cloudy,0.0,69,0.0,,,,,,,,
2022-09-07 04:00:00,73,0.0,87,29.64,Mostly Cloudy,3.0,69,0.0,,,,,,,,
2022-09-07 05:00:00,72,0.0,91,29.63,Cloudy,3.0,69,0.0,,,,,,,,
2022-09-07 06:00:00,72,0.0,91,29.63,Cloudy,5.0,69,0.0,,,,,,,,
2022-09-07 07:00:00,72,0.0,91,29.62,Cloudy,5.0,69,1.0,10.0,10.0,0.0,0.0,,,,
2022-09-07 07:00:00,72,0.0,91,29.63,Cloudy,5.0,69,1.0,10.0,10.0,0.0,0.0,,,,
2022-09-07 08:00:00,72,0.0,87,29.61,Light Rain,5.0,68,1.0,10.0,10.0,0.0,1.0,,,,
2022-09-07 09:00:00,71,0.0,90,29.62,Cloudy,3.0,68,1.0,90.0,0.0,0.0,0.0,,,,
2022-09-07 09:00:00,71,0.0,90,29.61,Light Rain,6.0,68,1.0,90.0,0.0,0.0,0.0,,,,
2022-09-07 09:00:00,72,0.0,87,29.61,Cloudy,7.0,68,1.0,90.0,0.0,0.0,0.0,,,,
2022-09-07 10:00:00,70,0.1,97,29.62,Light Rain,3.0,69,1.0,90.0,0.0,0.0,0.0,,,,
2022-09-07 10:00:00,71,0.0,93,29.62,Light Rain,3.0,69,1.0,90.0,0.0,0.0,0.0,,,,
2022-09-07 11:00:00,70,0.06,97,29.63,Cloudy,3.0,69,1.0,70.0,10.0,0.0,0.0,,,,
2022-09-07 11:00:00,70,0.06,97,29.63,Cloudy,3.0,69,1.0,70.0,10.0,0.0,0.0,,,,
2022-09-07 12:00:00,71,0.0,90,29.64,Light Rain,5.0,68,1.0,70.0,0.0,0.0,0.0,,,,
2022-09-07 12:00:00,71,0.0,93,29.64,Cloudy,3.0,69,1.0,70.0,0.0,0.0,0.0,,,,
2022-09-07 12:00:00,70,0.0,97,29.63,Cloudy,3.0,69,1.0,70.0,0.0,0.0,0.0,,,,
2022-09-07 13:00:00,71,0.0,93,29.64,Cloudy,5.0,69,1.0,50.0,0.0,0.0,0.0,,,,
2022-09-07 13:00:00,71,0.06,93,29.64,Rain,3.0,69,1.0,50.0,0.0,0.0,0.0,,,,
2022-09-07 13:00:00,71,0.13,93,29.64,Heavy Rain,5.0,69,1.0,50.0,0.0,0.0,0.0,,,,
2022-09-07 13:00:00,71,0.04,93,29.64,Rain,5.0,69,1.0,50.0,0.0,0.0,0.0,,,,
2022-09-07 13:00:00,71,0.03,93,29.64,Light Rain,3.0,69,1.0,50.0,0.0,0.0,0.0,,,,
2022-09-07 14:00:00,71,0.08,93,29.64,Light Rain,5.0,69,1.0,60.0,0.0,0.0,0.0,,,,
2022-09-07 14:00:00,71,0.09,93,29.64,Light Rain,3.0,69,1.0,60.0,0.0,0.0,0.0,,,,
2022-09-07 14:00:00,71,0.0,93,29.64,Cloudy,6.0,69,1.0,60.0,0.0,0.0,0.0,,,,
2022-09-07 14:00:00,71,0.09,93,29.64,Light Rain,3.0,69,1.0,60.0,0.0,0.0,0.0,,,,
2022-09-07 14:00:00,71,0.09,93,29.64,Light Rain,3.0,69,1.0,60.0,0.0,0.0,0.0,,,,
2022-09-07 14:00:00,71,0.08,93,29.64,Light Rain,5.0,69,1.0,60.0,0.0,0.0,0.0,,,,
2022-09-07 15:00:00,72,0.03,91,29.64,Light Rain,3.0,69,1.0,30.0,0.0,0.0,0.0,,,,
2022-09-07 15:00:00,72,0.0,91,29.64,Light Rain,0.0,69,1.0,30.0,0.0,0.0,0.0,,,,
2022-09-07 15:00:00,72,0.06,91,29.64,Light Rain,0.0,69,1.0,30.0,0.0,0.0,0.0,,,,
2022-09-07 15:00:00,72,0.0,93,29.64,Light Rain,3.0,70,1.0,30.0,0.0,0.0,0.0,,,,
2022-09-07 16:00:00,74,0.0,87,29.63,Light Rain,5.0,70,1.0,30.0,20.0,0.0,0.0,,,,
2022-09-07 16:00:00,73,0.01,90,29.64,Light Rain,0.0,70,1.0,30.0,20.0,0.0,0.0,,,,
2022-09-07 16:00:00,74,0.01,87,29.63,Light Rain,0.0,70,1.0,30.0,20.0,0.0,0.0,,,,
2022-09-07 17:00:00,74,0.0,85,29.63,Light Rain,0.0,69,1.0,0.0,40.0,0.0,0.0,,,,
2022-09-07 17:00:00,75,0.0,82,29.62,Cloudy,3.0,69,1.0,0.0,40.0,0.0,0.0,,,,
2022-09-07 17:00:00,76,0.0,79,29.62,Cloudy,5.0,69,1.0,0.0,40.0,0.0,0.0,,,,
2022-09-07 18:00:00,73,0.0,84,29.61,Light Rain,8.0,68,1.0,0.0,20.0,0.0,1.0,,,,
2022-09-07 19:00:00,73,0.09,90,29.6,Mostly Cloudy,6.0,70,1.0,0.0,10.0,0.0,0.0,1.0,1.0,0.0,1.0
2022-09-07 19:00:00,73,0.09,90,29.61,Light Rain,6.0,70,1.0,0.0,10.0,0.0,0.0,1.0,1.0,0.0,1.0
2022-09-07 19:00:00,72,0.03,93,29.61,Heavy Rain,0.0,70,1.0,0.0,10.0,0.0,0.0,1.0,1.0,0.0,1.0
2022-09-07 19:00:00,72,0.02,93,29.61,Rain,0.0,70,1.0,0.0,10.0,0.0,0.0,1.0,1.0,0.0,1.0
2022-09-07 20:00:00,73,0.07,90,29.58,Light Rain,7.0,70,0.0,,,,,,,,
2022-09-07 20:00:00,74,0.0,85,29.6,Cloudy,6.0,69,0.0,,,,,,,,
2022-09-07 21:00:00,73,0.01,84,29.58,Cloudy,7.0,68,0.0,,,,,,,,
2022-09-07 22:00:00,71,0.0,90,29.58,Light Rain,7.0,68,0.0,,,,,,,,
2022-09-07 22:00:00,72,0.0,84,29.58,Cloudy,12.0,67,0.0,,,,,,,,
2022-09-07 23:00:00,71,0.0,90,29.6,Cloudy,7.0,68,0.0,,,,,,,,
2022-09-08 00:00:00,71,0.0,87,29.6,Cloudy,8.0,67,0.0,,,,,,,,
2022-09-08 01:00:00,70,0.0,87,29.61,Cloudy,10.0,66,0.0,,,,,,,,
2022-09-08 02:00:00,69,0.0,90,29.63,Mostly Cloudy,3.0,66,0.0,,,,,,,,
2022-09-08 02:00:00,69,0.0,90,29.63,Mostly Cloudy,5.0,66,0.0,,,,,,,,
2022-09-08 03:00:00,69,0.0,90,29.63,Cloudy,0.0,66,0.0,,,,,,,,
2022-09-08 03:00:00,69,0.0,90,29.63,Cloudy,3.0,66,0.0,,,,,,,,
2022-09-08 04:00:00,68,0.0,93,29.63,Mostly Cloudy,0.0,66,0.0,,,,,,,,
2022-09-08 04:00:00,69,0.0,90,29.62,Mostly Cloudy,5.0,66,0.0,,,,,,,,
2022-09-08 04:00:00,69,0.0,90,29.62,Cloudy,6.0,66,0.0,,,,,,,,
2022-09-08 05:00:00,69,0.0,87,29.61,Cloudy,7.0,65,0.0,,,,,,,,
2022-09-08 06:00:00,69,0.0,87,29.61,Cloudy,5.0,65,0.0,,,,,,,,
2022-09-08 07:00:00,69,0.0,87,29.61,Cloudy,5.0,65,1.0,0.0,0.0,0.0,0.0,,,,
2022-09-08 07:00:00,69,0.0,87,29.61,Cloudy,5.0,65,1.0,0.0,0.0,0.0,0.0,,,,
2022-09-08 08:00:00,68,0.0,90,29.6,Cloudy,3.0,65,1.0,0.0,10.0,1.0,2.0,,,,
2022-09-08 09:00:00,68,0.0,90,29.6,Cloudy,6.0,65,1.0,0.0,30.0,1.0,0.0,,,,
2022-09-08 10:00:00,68,0.0,90,29.6,Cloudy,6.0,65,1.0,0.0,30.0,1.0,0.0,,,,
2022-09-08 11:00:00,68,0.0,87,29.61,Mostly Cloudy,7.0,64,1.0,10.0,30.0,0.0,4.0,,,,
2022-09-08 12:00:00,69,0.0,87,29.61,Mostly Cloudy,6.0,65,1.0,60.0,10.0,0.0,0.0,,,,
2022-09-08 13:00:00,70,0.0,84,29.61,Mostly Cloudy,5.0,65,1.0,50.0,10.0,0.0,0.0,,,,
2022-09-08 14:00:00,73,0.0,73,29.61,Mostly Cloudy,6.0,64,1.0,10.0,0.0,0.0,4.0,,,,
2022-09-08 15:00:00,73,0.0,73,29.61,Mostly Cloudy,7.0,64,1.0,50.0,0.0,0.0,0.0,,,,
2022-09-08 15:00:00,74,0.0,71,29.61,Mostly Cloudy,8.0,64,1.0,50.0,0.0,0.0,0.0,,,,
2022-09-08 16:00:00,75,0.0,69,29.61,Mostly Cloudy,8.0,64,1.0,30.0,10.0,0.0,0.0,,,,
2022-09-08 16:00:00,74,0.0,68,29.61,Mostly Cloudy,8.0,63,1.0,30.0,10.0,0.0,0.0,,,,
2022-09-08 17:00:00,75,0.0,66,29.6,Cloudy,7.0,63,1.0,10.0,10.0,0.0,0.0,,,,
2022-09-08 18:00:00,75,0.0,66,29.6,Mostly Cloudy,9.0,63,1.0,50.0,10.0,0.0,0.0,,,,
