pressure,temperature,humidity,image
400,243.804397583007,15.2509095768327,0
425,246.950302124023,13.5127282738685,0
475,253.68017578125,8.0192005187273,0
500,255.40835571289,6.87977294623851,0
325,232.979370117187,20.5185457915067,0
450,250.211196899414,10.8872585147619,0
200,214.344329833984,19.7995303273201,1
225,215.13345336914,33.0869544744491,1
250,218.667297363281,34.7319830060005,1
500,255.18911743164,9.75720205903053,1
475,253.286178588867,11.4644913971424,1
425,246.434295654296,18.5056101083755,1
275,223.49966430664,24.708980500698,1
300,228.093566894531,26.7867804765701,1
325,232.599472045898,25.5115823447704,1
350,236.812759399414,22.8762848866172,1
375,240.500213623046,21.7640834506601,1
400,243.651916503906,20.8765646799001,1
450,249.968048095703,15.2646652460098,1
200,214.428329467773,18.8665046095848,0
225,215.438644409179,27.8841298818588,0
250,218.595611572265,41.1250969171524,0
275,223.480636596679,35.5000971555709,0
300,227.953643798828,33.7785246372222,0
325,232.325210571289,27.5625350475311,0
350,236.460540771484,24.6277963907923,0
375,240.249618530273,23.1289887651801,0
425,246.739974975586,19.979347243905,0
450,249.692626953125,17.0118990764021,0
400,243.633499145507,22.1280092878732,0
500,255.09407043457,13.7501339901646,0
475,252.908126831054,12.1282144095748,0
275,222.658142089843,44.1608816385269,0
200,214.933410644531,13.1012471839785,0
225,215.872894287109,22.4505324959754,0
250,218.131103515625,43.270397901535,0
300,227.2587890625,40.4576198905706,0
350,235.525680541992,38.4551703780889,0
325,230.857666015625,39.5772071778774,0
375,238.977569580078,34.0235433727502,0
400,243.089477539062,29.0263247489929,0
425,246.662658691406,24.7546466886997,0
450,249.636886596679,21.5000985562801,0
500,254.143432617187,18.5054276180453,0
475,252.165145874023,14.6257971728919,0
425,246.553314208984,23.6288282722234,0
400,242.850860595703,25.5032988400198,0
375,238.627075195312,44.7634000182151,0
350,234.49851989746,39.2518356442451,0
325,230.41291809082,41.6307120355777,0
300,226.130310058593,40.7551208734512,0
275,221.389724731445,44.6298021078109,0
250,217.296401977539,44.4809194803237,0
225,216.417510986328,22.1280193328857,0
200,216.500823974609,12.8462722897529,0
500,253.611175537109,17.3515708446502,0
450,249.553771972656,26.0135782957077,0
475,252.140518188476,25.2726548016071,0
325,230.369750976562,55.3700137138366,0
250,217.380981445312,50.0084793567657,0
275,221.445892333984,52.7535797357559,0
300,226.249313354492,50.8619689345359,0
350,234.406326293945,48.3252781033515,0
400,243.016662597656,44.0652576833963,0
425,246.796493530273,37.1973815262317,0
450,249.789642333984,34.1354303061962,0
475,251.812637329101,34.4103522598743,0
500,253.832077026367,34.0586668848991,0
225,216.394424438476,16.4898610711097,0
200,216.765731811523,11.6336625516414,0
375,238.483917236328,54.6318458616733,0
500,252.238616943359,43.3862483156845,0
250,217.287384033203,45.6046412587165,0
225,216.705490112304,19.5667805671691,0
325,230.286071777343,74.5692827701568,0
350,234.265594482421,86.8841247856617,0
375,238.436279296875,79.0348534286022,0
400,242.619903564453,59.2568229138851,0
475,249.655471801757,44.268995270133,0
425,245.963745117187,46.1708717942237,0
450,248.546279907226,40.2533563524484,0
275,220.899017333984,58.4062446355819,0
200,217.356811523437,7.30085730552673,0
300,225.336547851562,64.3774126768112,0
500,251.935974121093,42.2514371467987,0
200,217.56199645996,7.15760439634323,0
450,246.457458496093,37.6318988353014,0
475,249.156112670898,42.0022824555635,0
325,229.948852539062,66.1363361924886,0
250,217.602279663086,41.5886831283569,0
275,220.674407958984,48.5070700645446,0
300,225.272033691406,58.2810640335083,0
350,234.087768554687,69.2520743608474,0
375,238.157348632812,71.2549737989902,0
400,241.796813964843,54.2513106763362,0
425,244.731124877929,42.3075678497552,0
225,216.906295776367,18.8600836396217,0
325,229.98274230957,62.3914891481399,0
350,234.298202514648,66.7791474163532,0
375,238.128204345703,70.7502570748329,0
400,241.394927978515,72.8757534027099,0
425,244.139556884765,72.3656106293201,0
450,246.523254394531,54.2504096905759,0
250,218.879150390625,33.333298921585,0
225,217.384994506836,18.5716549158096,0
300,225.07632446289,51.2428247928619,0
275,221.746765136718,50.1301561594009,0
200,218.409072875976,7.09157353639602,0
500,251.794784545898,57.4979598820209,0
475,248.992156982421,64.1968991309404,0
500,251.923873901367,58.3280637860298,0
475,248.931594848632,69.4220589548349,0
425,243.788543701171,73.2806114628911,0
400,241.076583862304,71.5093554407358,0
375,237.877990722656,67.3945979326963,0
350,234.18325805664,66.6254657106765,0
325,230.015686035156,61.4726874828338,0
300,225.378540039062,51.7513432404957,0
275,221.831405639648,40.754954454489,0
250,218.987869262695,33.5886612534523,0
450,246.20083618164,71.6257021368946,0
225,216.834518432617,24.2590308189392,0
200,218.56118774414,8.08238059282302,0
200,218.35562133789,7.71547895669937,0
325,230.148834228515,55.172156214714,0
350,234.280609130859,60.0080597698688,0
500,252.391006469726,59.2645362019538,0
300,225.879440307617,46.2547457516193,0
275,222.446853637695,36.7878033071756,0
425,243.974060058593,69.7556772530078,0
450,246.536331176757,69.9143815860152,0
250,218.515472412109,33.6325814393349,0
225,217.385635375976,23.142381042242,0
475,249.074295043945,63.7705191522836,0
375,237.8291015625,63.8263829052448,0
400,241.00357055664,67.5496835708618,0
500,252.797973632812,61.9001832604408,0
200,217.281204223632,10.4830082058906,0
225,216.859161376953,26.43629270792,0
275,222.861633300781,40.1350060105323,0
250,218.31980895996,29.2535594701766,0
300,226.259414672851,49.6599249392747,0
325,229.996688842773,55.6532921791076,0
350,234.171096801757,60.8690035790205,0
375,237.583450317382,66.3582144379615,0
400,240.832458496093,70.6842240691185,0
425,243.900390625,71.9286107718944,0
450,246.916580200195,70.0016229301691,0
475,249.619888305664,60.5466412007808,0
400,241.029800415039,60.7752313613891,0
225,216.395858764648,26.215606033802,0
250,218.394912719726,24.3933578133583,0
275,222.630828857421,35.0011232495307,0
300,226.750854492187,47.8795627206564,0
325,230.907135009765,43.1408857703208,0
350,234.867858886718,46.0838200449943,0
375,238.425369262695,55.6657071113586,0
425,244.096984863281,65.7118700891733,0
450,246.799163818359,69.9237217903137,0
475,249.883651733398,66.3819117546081,0
500,252.761657714843,62.5908073186874,0
200,216.875610351562,12.532304406166,0
300,226.641174316406,35.8943681716918,0
225,215.966644287109,26.1678904294967,0
200,216.51741027832,14.5538340806961,0
500,252.779541015625,57.7788151688873,0
475,249.822967529296,67.501000444754,0
450,246.677673339843,61.014013916254,0
425,244.086868286132,55.3896390795707,0
250,218.166900634765,24.6518497467041,0
275,222.625457763671,34.6663870811462,0
400,241.423965454101,62.0351027399301,0
375,238.540908813476,39.3997838497161,0
325,231.0615234375,35.9835207760334,0
350,235.263961791992,30.7858670055866,0
275,222.250701904296,30.5197300910949,0
300,226.780685424804,23.6451979875564,0
325,230.918563842773,18.5364024043083,0
350,235.087631225586,20.6166603565216,0
400,242.101608276367,27.905077278614,0
225,216.284530639648,21.2555021643638,0
450,247.132263183593,47.9779649674892,0
475,250.049896240234,51.7626835405826,0
500,252.925384521484,56.6250983584323,0
250,217.738357543945,25.002157151699,0
425,244.77490234375,37.7786885499954,0
375,238.849151611328,21.091886460781,0
200,216.673522949218,14.4463968873024,0
425,245.993133544921,39.6287900926545,0
375,239.20149230957,17.2725002467632,0
350,235.16372680664,21.2503500044695,0
325,231.018753051757,18.8751240604906,0
500,253.677368164062,43.7561836289241,0
450,248.547546386718,50.3754871315904,0
250,218.023712158203,26.1257969439029,0
225,215.44432067871,22.7531804442405,0
200,215.238220214843,15.9253875613212,0
475,250.975769042968,54.3967506773769,0
300,226.643432617187,23.9408629834651,0
275,222.405838012695,31.2513378565199,0
400,242.808044433593,29.7506913064862,0
300,226.713424682617,26.003810852766,1
325,231.183364868164,18.1019260138273,1
250,217.827499389648,26.625243499875,1
225,214.429229736328,22.7517874836921,1
200,214.105819702148,19.0381933450698,1
350,235.462707519531,16.0245449990034,1
375,239.557266235351,19.631544470787,1
400,243.462951660156,20.9061381742358,1
450,249.704513549804,40.3754652280767,1
275,222.36669921875,25.5859179198741,1
425,246.789596557617,28.3771479565184,1
475,252.007705688476,42.0063536167144,1
500,253.868194580078,46.1348999887704,1
275,222.362518310546,27.1381115615367,0
300,226.56558227539,22.6107357740402,0
325,230.981491088867,17.2030489295721,0
250,217.955047607421,28.8141010701656,0
375,239.451614379882,16.0360924899578,0
400,243.321914672851,15.2820082902908,0
225,214.64744567871,31.7502132058143,0
425,246.675506591796,16.7022042274475,0
450,249.503387451171,20.686013162136,0
475,251.822052001953,36.8820329308509,0
500,254.357528686523,43.5479926019907,0
350,235.320724487304,14.5038651823997,0
200,213.482238769531,24.4314466118812,0
475,252.209579467773,35.8861874341964,1
500,254.627517700195,45.1255780160427,1
275,222.954162597656,29.7119520902633,1
250,218.221481323242,38.7582958340644,1
400,243.77424621582,16.1318385154008,1
300,227.233245849609,21.6157466173172,1
325,231.477249145507,17.7895331382751,1
375,239.931945800781,15.4557031393051,1
425,247.149307250976,18.1313043832778,1
450,250.077758789062,22.016278207302,1
350,235.812194824218,13.6724609732627,1
200,214.299209594726,22.7944194078445,1
225,214.209915161132,43.2703419327735,1
325,231.701217651367,17.8701031804084,1
300,227.558929443359,25.2750697135925,1
275,222.930068969726,34.4553401470184,1
250,217.858245849609,40.4345070123672,1
225,213.466659545898,46.2083790302276,1
200,213.83479309082,25.4685476422309,1
350,236.120864868164,15.2137398123741,1
500,254.686798095703,41.6324804425239,1
475,252.31394958496,36.1766340732574,1
375,240.233428955078,16.2631009221076,1
400,244.013763427734,16.7553739775903,1
450,250.084579467773,23.9517193436622,1
425,247.301864624023,19.4352492690086,1
475,252.214385986328,35.1250975579023,0
225,213.561798095703,46.4089252948761,0
250,217.455200195312,39.3310174942016,0
200,214.576110839843,25.5960075706243,0
500,254.685760498046,38.6364284455776,0
300,227.050567626953,25.7850738316774,0
275,222.205688476562,35.0965950191021,0
450,249.853927612304,25.1250972896814,0
425,247.146743774414,20.0157875120639,0
400,243.831314086914,16.6250992268323,0
375,240.047912597656,16.0000988543033,0
350,235.997497558593,16.2527225613594,0
325,231.713836669921,20.3580079972744,0
275,221.855606079101,41.1390617489814,0
300,226.766418457031,32.1864754706621,0
325,231.569366455078,20.6306868642568,0
250,217.390762329101,41.3945682048797,0
375,240.073699951171,16.5008398294448,0
400,243.782135009765,18.0381348989904,0
425,246.927688598632,21.8760966529371,0
450,249.521362304687,27.8753421137516,0
475,251.924987792968,39.5008876271313,0
500,254.473022460937,41.8750990906337,0
350,235.989532470703,16.252330198884,0
200,213.824645996093,23.2046248912811,0
225,213.444595336914,45.0313291549682,0
425,246.598480224609,17.3707301616668,0
500,254.379455566406,37.7555118799209,0
200,212.75439453125,28.4544643163681,0
475,251.814239501953,31.4111745357513,0
450,249.405120849609,20.2656622976064,0
400,243.685333251953,15.8829424381256,0
375,239.989517211914,17.1010774970054,0
350,235.909484863281,22.3974748849868,0
325,231.459060668945,30.7976877689361,0
300,226.504699707031,35.4206566810607,0
275,221.792587280273,35.9120717048645,0
250,217.748245239257,43.1144547462463,0
225,213.371490478515,50.6627965271472,0
325,231.362808227539,32.3240971565246,0
400,243.092315673828,16.6058642566204,0
375,239.446243286132,17.7734245955944,0
350,235.568756103515,22.8872834742069,0
300,226.578399658203,36.7636692523956,0
200,212.792709350586,34.0206585526466,0
250,218.17527770996,45.0556591153144,0
225,214.005996704101,51.6826499104499,0
425,246.448196411132,18.0500408709049,0
275,222.199478149414,34.181511759758,0
450,249.405883789062,21.0138553082942,0
475,251.952423095703,29.1195118725299,0
500,254.595031738281,38.5272874236106,0
500,254.761444091796,35.2767223715782,0
450,249.162933349609,18.4331301152706,0
425,246.040618896484,19.8919211626052,0
400,242.590606689453,17.1827749945223,0
350,235.34602355957,35.8788595646619,0
325,231.42739868164,30.8954941034317,0
300,226.898834228515,28.0303944349288,0
275,222.430770874023,33.2314701080322,0
250,217.917236328125,50.1377913355827,0
225,213.891418457031,54.9979680776596,0
200,212.649261474609,33.6466975808143,0
475,251.996551513671,28.9041993618011,0
375,238.985382080078,31.1985616087913,0
500,254.968444824218,35.0164402127265,0
475,252.189025878906,31.5001267790794,0
450,249.278747558593,19.9235032275319,0
425,246.167510986328,18.8875994682312,0
375,239.379119873046,30.3812563419342,0
350,235.675155639648,35.2002517580986,0
325,231.524322509765,30.2596577405929,0
300,226.947845458984,27.2084481865167,0
250,218.237396240234,44.3768162131309,0
200,212.247360229492,33.7986314296722,0
275,222.423797607421,31.6061307787895,0
400,242.879180908203,22.1281546205282,0
225,214.2607421875,55.4248875379562,0
200,211.318817138671,34.4594750404357,0
250,218.491729736328,40.1250962018966,0
275,223.123275756836,34.0437341406941,0
300,227.51609802246,23.8694368004798,0
325,231.847381591796,18.2522530555725,0
350,236.044082641601,16.8849936127662,0
375,239.731018066406,19.435338422656,0
400,243.007186889648,23.3131396472454,0
425,246.070236206054,26.8750996887683,0
225,213.661590576171,44.6746710538864,0
500,255.117752075195,37.2635879516601,0
475,252.346939086914,33.3750990331172,0
450,249.337432861328,29.5003515627176,0
250,218.775573730468,40.5139690637588,0
200,211.32241821289,32.8732148706913,0
475,252.178268432617,31.5018654484301,0
450,248.946624755859,30.0008335960446,0
425,245.970565795898,27.3769628573209,0
400,242.996200561523,23.3755763496738,0
500,255.106750488281,33.5004848513053,0
350,236.138305664062,15.6273220502771,0
325,231.887237548828,17.504865407478,0
300,227.429580688476,23.0992712378501,0
275,223.278762817382,25.1974076628685,0
375,239.811325073242,18.5033358512446,0
225,213.400482177734,34.9325450658798,0
450,249.353439331054,12.8053668439388,0
425,246.536895751953,10.4383602291345,0
400,243.463684082031,14.4011869579553,0
375,239.96450805664,12.4015444777905,0
250,218.768630981445,36.7436060905456,0
325,232.118606567382,18.0335772633552,0
300,227.98794555664,21.366859793663,0
275,223.647628784179,27.0126196742057,0
225,213.443786621093,42.8761833906173,0
200,211.59487915039,35.1796939969062,0
350,236.131881713867,14.0087724924087,0
475,252.298065185546,27.0395462214946,0
500,255.312133789062,32.4217976592481,0
475,252.871353149414,22.002225369215,0
275,224.086181640625,37.5837911367416,0
450,249.896026611328,13.5751876756548,0
425,246.940460205078,11.0028258427046,0
400,243.781524658203,9.757697686553,0
375,240.394714355468,10.1888565048575,0
350,236.934661865234,16.636240452528,0
325,233.05711364746,18.1458728369325,0
300,228.762420654296,36.0028170347213,0
250,218.437667846679,42.3981330394744,0
225,212.589523315429,44.3784230947494,0
200,212.768859863281,37.5760641694068,0
500,255.523315429687,33.2963973879814,0
425,247.691162109375,5.76582098007202,0
200,212.284118652343,41.8451194167137,0
450,250.283569335937,7.2535690665245,0
400,244.824951171875,4.75331401824951,0
375,241.439758300781,4.88921397924423,0
225,213.843002319336,50.1076698303222,0
350,237.402679443359,10.6427002549171,0
325,233.019943237304,27.3957631140947,0
300,228.679412841796,38.8362537622451,0
275,223.891052246093,43.7760670185089,0
500,255.367324829101,21.2505999207496,0
250,218.283935546875,47.0494100153446,0
475,252.578399658203,13.717614531517,0
300,228.654159545898,58.8138640522956,0
225,213.773574829101,28.2135505080223,0
250,218.2177734375,39.8304356336593,0
275,223.91015625,58.9385204315185,0
325,233.055358886718,27.3132243752479,0
350,237.451751708984,9.79684513807296,0
375,241.465789794921,4.97017875313758,0
400,244.849395751953,5.26874548196792,0
425,247.709365844726,6.25869174301624,0
200,212.298797607421,31.2436907887458,0
500,255.231750488281,17.6264396458864,0
475,252.593521118164,13.5164556205272,0
450,250.225509643554,7.38067841529846,0
425,248.365142822265,5.34008783102035,0
475,253.521560668945,10.9422959685325,0
200,212.820678710937,29.1252371072769,0
250,218.680786132812,32.1250993013382,0
275,223.625427246093,38.0322256088256,0
300,228.633331298828,46.8750982284545,0
325,233.030380249023,62.8981049060821,0
350,237.314315795898,66.3529388308525,0
375,241.517181396484,43.0824611783027,0
400,245.246353149414,17.1556582152843,0
225,214.371978759765,32.3797639608383,0
500,255.926467895507,17.0003505647182,0
450,251.206420898437,3.39879512786865,0
225,213.725067138671,50.5698048472404,0
275,225.234588623046,29.9201064109802,0
300,229.932327270507,26.217914879322,0
350,237.771057128906,46.6521100401878,0
375,241.52473449707,55.2788266390562,0
400,245.04409790039,47.8831595182418,0
425,248.362091064453,31.2867844700813,0
450,251.612655639648,14.5137460827827,0
475,254.333175659179,10.8180474489927,0
500,256.627838134765,17.8920999467372,0
250,219.383483886718,48.761310338974,0
325,233.906112670898,33.3714264631271,0
200,212.702972412109,28.6644949913024,0
200,211.706512451171,35.6970458626747,0
300,229.584442138671,31.2748915106058,0
325,233.637908935546,36.6343404054641,0
350,237.623870849609,22.2579734921455,0
375,241.439468383789,21.6538301110267,0
400,244.992614746093,46.1375776678323,0
425,248.342895507812,28.2037347853183,0
450,251.460327148437,11.8870347142219,0
475,254.165145874023,22.0150580108165,0
500,256.525665283203,14.3753913044929,0
225,213.989074707031,48.7413999438285,0
250,219.512313842773,48.0056208372116,0
275,225.086151123046,33.0474588871002,0
250,219.499908447265,45.4391275644302,0
225,214.256774902343,45.2331765890121,0
475,254.567718505859,32.412939786911,0
275,225.179565429687,51.5282579660415,0
200,211.775360107421,36.7471791505813,0
500,257.123474121093,30.7720012962818,0
300,230.206146240234,48.267271220684,0
350,238.977661132812,16.4180530309677,0
450,251.675598144531,35.2606509029865,0
425,248.715789794921,45.9765476733446,0
400,245.797592163086,47.0784286856651,0
325,234.53662109375,37.6415772438049,0
375,242.666366577148,36.7614473998546,0
200,210.773300170898,37.62965041399,0
275,225.300964355468,58.8391811847686,0
475,254.812377929687,31.9566401839256,0
300,230.550918579101,56.8397442102432,0
250,219.233139038086,52.5442252159118,0
325,234.96044921875,60.6606592535972,0
375,242.774963378906,72.8021051734685,0
400,246.021820068359,75.0057152211666,0
425,249.097076416015,68.8787077367305,0
450,252.108428955078,56.5760667026042,0
500,257.433883666992,24.7601208686828,0
350,239.065322875976,66.3801299929618,0
225,214.065338134765,46.3491317033767,0
300,230.082702636718,69.4007107019424,0
225,214.673828125,46.8604731559753,0
500,257.364959716796,28.6344886422157,0
475,254.929565429687,32.6250971108675,0
450,252.09292602539,54.0000975728035,0
425,249.396835327148,66.2670680582523,0
400,246.485000610351,73.862469792366,0
375,243.175231933593,75.1465371847152,0
250,219.153106689453,63.959300994873,0
325,235.106811523437,71.4107580184936,0
275,224.588684082031,69.3028752803802,0
350,239.347335815429,73.4160768389701,0
200,209.933441162109,44.4323818087577,0
475,254.774932861328,32.7555054016411,0
500,257.216018676757,28.3555374965071,0
450,251.97395324707,72.5000987797975,0
425,249.350616455078,67.2527866363525,0
400,246.34226989746,73.6639430522918,0
375,243.000564575195,75.7504530549049,0
350,239.078948974609,72.556592285633,0
325,234.820709228515,68.1850663721561,0
300,229.948120117187,58.2612042427063,0
275,224.633666992187,51.7806317806243,0
250,219.103637695312,48.7396599054336,0
225,214.274017333984,51.7364245653152,0
200,209.830871582031,52.0513699054718,0
450,252.36457824707,77.8400580585002,0
475,254.895751953125,56.130104387179,0
425,249.67822265625,71.5094508528709,0
500,257.213134765625,55.6259244220564,0
400,246.576217651367,68.1618207097053,0
375,242.854461669921,64.0001679211855,0
350,238.870483398437,63.752147167921,0
325,234.24656677246,62.6734857559204,0
300,230.201629638671,61.29327291250221,0
275,225.418701171875,57.2097868919372,0
250,220.528167724609,53.9161581993103,0
225,215.284759521484,52.4285196065902,0
200,211.052902221679,51.9413493275642,0
250,220.48110961914,44.4564750194549,0
225,215.177734375,50.7070631980896,0
275,225.39501953125,46.6027883291244,0
300,230.081909179687,52.5184080600738,0
325,234.160491943359,55.8786839246749,0
350,238.407684326171,65.8920488357544,0
375,242.545150756836,69.3823746889829,0
400,246.336242675781,71.1252415776252,0
425,249.623901367187,73.8719587326049,0
450,252.481094360351,77.2698156237602,0
475,254.903106689453,84.4415405839681,0
500,257.983245849609,86.3764409171417,0
200,210.840362548828,47.135991692543,0
500,257.863357543945,90.1300946474075,0
450,252.632675170898,79.5736225843429,0
475,255.236297607421,86.1848127841949,0
200,211.417709350586,47.135397195816,0
425,249.533737182617,77.9204098582267,0
300,230.165954589843,62.3009296059608,0
375,242.642486572265,74.756143823266,0
225,215.140197753906,51.6041294336319,0
250,220.338073730468,56.6833117008209,0
275,225.257827758789,56.5802487134933,0
